"a_o_creacion","mes_creacion","tipo_entidad","codigo_entidad","instancia_recepcion","motivo","producto","departamento","municipio","cantidad_quejas_recibidas"
"2026","1","1","54","Entidad vigilada","Transferencias no ejecutadas","Cuenta de ahorro","CAUCA","POPAYÁN","3"
"2026","1","13","44","Entidad vigilada","Vinculación no autorizada","Seguro de accidentes personales","NORTE DE SANTANDER","LOS PATIOS","1"
"2026","1","1","54","Superintendencia Financiera de Colombia","Demora en la respuesta a quejas, reclamos o peticiones","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","54","Entidad vigilada","Mal trato por parte del asesor comercial o proveedor","Créditos comerciales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","54","Entidad vigilada","Demora en la atención o en el servicio requerido","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","1","54","Entidad vigilada","Demora en la respuesta a quejas, reclamos o peticiones","Otros productos de Establecimientos de Crédito y SEDPE","SUCRE","SINCELEJO","1"
"2026","1","1","7","Entidad vigilada","Reporte injustificado a centrales de riesgo","Creditos de consumo","ANTIOQUIA","MEDELLÍN","648"
"2026","1","1","42","Entidad vigilada","Diferencia del producto expedido con el solicitado o cotizado o simulado","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","223"
"2026","1","1","13","Defensor del consumidor financiero","Transacción mal aplicada","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","54"
"2026","1","1","2","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","MAGDALENA","SANTA MARTA","1"
"2026","1","23","2","Entidad vigilada","Calificación del estado de invalidez - Demora en el trámite ante las Juntas de calificación","Pensiones obligatorias - Invalidez","ANTIOQUIA","PEÑOL","1"
"2026","1","1","13","Defensor del consumidor financiero","Producto terminado o cancelado sin justificación","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","18"
"2026","1","1","42","Entidad vigilada","Reporte injustificado a centrales de riesgo","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","12"
"2026","1","1","13","Superintendencia Financiera de Colombia","Producto terminado o cancelado sin justificación","Cuenta de ahorro","SANTANDER","SABANA DE TORRES","2"
"2026","1","1","2","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","35"
"2026","1","1","7","Superintendencia Financiera de Colombia","Transferencias no ejecutadas","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","38"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SANTANDER","BUCARAMANGA","190"
"2026","1","1","42","Superintendencia Financiera de Colombia","No resolución a quejas, peticiones y reclamos","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","34"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","23"
"2026","1","23","2","Superintendencia Financiera de Colombia","Pago de prestaciones - No pago, pago tardío o suspensión de la mesada pensional","Pensiones obligatorias - Vejez","ANTIOQUIA","MEDELLÍN","3"
"2026","1","1","13","Entidad vigilada","Publicidad engañosa","Tarjetas de crédito","TOLIMA","IBAGUÉ","2"
"2026","1","1","42","Entidad vigilada","Reporte injustificado a centrales de riesgo","Tarjetas de crédito","TOLIMA","IBAGUÉ","1"
"2026","1","1","13","Superintendencia Financiera de Colombia","Inconformidad por bloqueo de productos","Cuenta corriente","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","7","Entidad vigilada","Información o asesoría incompleta y/o errada","Leasing habitacional","ANTIOQUIA","MEDELLÍN","82"
"2026","1","1","6","Superintendencia Financiera de Colombia","Otros motivos","Tarjetas de crédito","SANTANDER","BUCARAMANGA","1"
"2026","1","1","13","Entidad vigilada","Inconformidad por bloqueo de productos","Tarjetas de crédito","VALLE DEL CAUCA","CALI","4"
"2026","1","1","30","Superintendencia Financiera de Colombia","Inconformidad en procesos - Constitución, Modificación y Levantamiento - de garantía","Cuenta de ahorro","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","30","Defensor del consumidor financiero","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","1","6","Entidad vigilada","Omisión o envío tardío o inoportuno de informes, extractos o reportes a los que esté obligada la entidad.","Otros productos de Establecimientos de Crédito y SEDPE","RISARALDA","PEREIRA","1"
"2026","1","25","14","Entidad vigilada","Pago de aportes - Aportes inconsistentes o pendientes de acreditar en la cuenta o en la historia laboral","Pensiones obligatorias - Vejez","ATLÁNTICO","BARRANQUILLA","8"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","SANTA ROSA DEL SUR","2"
"2026","1","1","13","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Creditos de consumo","BOYACÁ","TUNJA","2"
"2026","1","1","13","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","LA VEGA","1"
"2026","1","1","42","Entidad vigilada","Diferencia del producto expedido con el solicitado o cotizado o simulado","Tarjetas de crédito","CUNDINAMARCA","SOPÓ","1"
"2026","1","1","13","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","BOYACÁ","DUITAMA","1"
"2026","1","25","14","Entidad vigilada","Traslado de cuenta","Pensiones obligatorias - Sobrevivencia","CÓRDOBA","LORICA","1"
"2026","1","1","30","Defensor del consumidor financiero","Inconformidad con tasas de interés","CDT","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","1","42","Superintendencia Financiera de Colombia","No cancelación o terminación de los productos","Tarjetas de crédito","SANTANDER","BUCARAMANGA","3"
"2026","1","25","14","Entidad vigilada","Pago de aportes - Aportes inconsistentes o pendientes de acreditar en la cuenta o en la historia laboral","Pensiones obligatorias - Vejez","TOLIMA","FLANDES","3"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NORTE DE SANTANDER","VILLA DEL ROSARIO","9"
"2026","1","1","13","Entidad vigilada","Revisión y/o liquidación de productos","Cuenta de ahorro","MAGDALENA","SANTA MARTA","1"
"2026","1","1","13","Entidad vigilada","Inoportunidad en la aplicación o cobro de comisiones o gastos bancarios","Tarjetas de crédito","MAGDALENA","SANTA MARTA","1"
"2026","1","1","42","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Tarjetas de crédito","ANTIOQUIA","SABANETA","2"
"2026","1","23","2","Entidad vigilada","Reconocimiento de prestaciones económicas - Demora en la definición del trámite de la prestación económica","Pensiones obligatorias - Invalidez","RISARALDA","SANTA ROSA DE CABAL","1"
"2026","1","1","7","Entidad vigilada","Mal trato por parte del asesor comercial o proveedor","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOGOTÁ, D.C.","BOGOTÁ, D.C.","7"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","PLANETA RICA","5"
"2026","1","1","7","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ARAUCA","TAME","1"
"2026","1","1","7","Superintendencia Financiera de Colombia","Transacción no reconocida","Cuenta de ahorro","CÓRDOBA","MONTELÍBANO","2"
"2026","1","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","QUINDÍO","LA TEBAIDA","3"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Cuenta de ahorro","CHOCÓ","QUIBDÓ","1"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","TOLIMA","MELGAR","2"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","CHACHAGÜÍ","2"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","PUTUMAYO","COLÓN","1"
"2026","1","1","7","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","PUERTO BOYACÁ","2"
"2026","1","1","7","Entidad vigilada","Información o asesoría incompleta y/o errada","Otros productos de Establecimientos de Crédito y SEDPE","ANTIOQUIA","MEDELLÍN","24"
"2026","1","1","7","Entidad vigilada","Reporte injustificado a centrales de riesgo","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","PUTUMAYO","PUERTO ASÍS","1"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","SUCRE","SANTIAGO DE TOLÚ","3"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOLÍVAR","SAN PABLO","5"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","MAGDALENA","FUNDACIÓN","2"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","APARTADÓ","16"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Cuenta de ahorro","CUNDINAMARCA","SOACHA","9"
"2026","1","1","7","Entidad vigilada","Otros motivos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","TOLIMA","GUAMO","1"
"2026","1","1","7","Entidad vigilada","Dificultad o imposibilidad para realizar transacciones o consulta de información por el canal","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","NARIÑO","LEIVA","1"
"2026","1","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","VIRACACHÁ","1"
"2026","1","1","7","Entidad vigilada","Inconsistencias en los pagos a terceros","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CASANARE","YOPAL","1"
"2026","1","1","7","Entidad vigilada","Transacción no reconocida","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","BOYACÁ","AQUITANIA","2"
"2026","1","1","7","Entidad vigilada","Inconformidad por bloqueo de productos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","LA GUAJIRA","RIOHACHA","1"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CHOCÓ","ISTMINA","2"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","GUAVIARE","CALAMAR","2"
"2026","1","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","META","MESETAS","1"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Créditos de consumo de bajo monto","CUNDINAMARCA","EL PEÑÓN","1"
"2026","1","1","7","Entidad vigilada","Demora o no devolución de saldos, aportes o primas","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","ANTIOQUIA","LIBORINA","2"
"2026","1","1","7","Entidad vigilada","Demora o no aplicación del pago","Cuenta de ahorro","VALLE DEL CAUCA","PALMIRA","1"
"2026","1","1","7","Entidad vigilada","Fallas o inoportunidad en el proceso de vinculación","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CÓRDOBA","SAN ANDRÉS DE SOTAVENTO","3"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Creditos de consumo","ANTIOQUIA","SABANETA","1"
"2026","1","1","7","Entidad vigilada","Inconformidad por bloqueo de productos","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","VALLE DEL CAUCA","EL CERRITO","1"
"2026","1","1","7","Entidad vigilada","Demora en la respuesta a quejas, reclamos o peticiones","Depósitos de bajo monto (Capítulo I del Título 15 del Decreto 2555 de 2010)","CUNDINAMARCA","LA CALERA","1"
"2026","1","1","7","Entidad vigilada","Incumplimiento en entrega y activación de tarjetas","Cuenta de ahorro","ANTIOQUIA","EL CARMEN DE VIBORAL","2"
"2026","1","1","7","Entidad vigilada","Transacción mal aplicada","Créditos de consumo de bajo monto","VALLE DEL CAUCA","YUMBO","1"
"2026","1","1","7","Defensor del consumidor financiero","Información incompleta y/o errada en la ejecución","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","4"
"2026","1","1","59","Superintendencia Financiera de Colombia","Inconsistencia en seguros","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","46"
"2026","1","5","31","Entidad vigilada","Transacción no reconocida","Fondos de Inversión Colectiva (FIC)","ANTIOQUIA","MEDELLÍN","4"
"2026","1","13","33","Entidad vigilada","Asesoría incorrecta o imprecisa en la atención del siniestro","Seguro de automóviles","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","60","Entidad vigilada","Reporte injustificado a centrales de riesgo","Microcrédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","11"
"2026","1","13","5","Entidad vigilada","No prestación del servicio","Seguro de accidentes personales","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","13","29","Entidad vigilada","Cotización errada","Otros productos de seguros","ANTIOQUIA","MEDELLÍN","1"
"2026","1","1","7","Superintendencia Financiera de Colombia","OTROS","Cuenta de ahorro",,,"2"
"2026","1","13","6","Entidad vigilada","Dificultad en la comunicación con la entidad","Seguro Obligatorio de Accidentes de Tránsito (SOAT)","SANTANDER","BUCARAMANGA","3"
"2026","1","4","26","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","TOLIMA","IBAGUÉ","2"
"2026","1","14","23","Otra (remisión por competencia)","Demora o no modificación de datos personales","Seguro de riesgos laborales","NORTE DE SANTANDER","CUCUTILLA","1"
"2026","1","14","13","Entidad vigilada","Información o asesoría incompleta y/o errada","Seguro de accidentes personales","CESAR","VALLEDUPAR","7"
"2026","1","5","42","Entidad vigilada","Inconsistencias en la aplicación de aportes, retiros y cancelaciones","Fondos de Pensiones Voluntarias","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","127","5","Entidad vigilada","Información o asesoría incompleta y/o errada","Planilla integrada de liquidación de aportes","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","14","26","Defensor del consumidor financiero","Inconformidad con la definición, autorización, dictamen o diagnóstico","Seguro de vida individual","BOGOTÁ, D.C.","BOGOTÁ, D.C.","5"
"2026","1","4","26","Defensor del consumidor financiero","Reporte injustificado a centrales de riesgo","Tarjetas de crédito","ANTIOQUIA","MEDELLÍN","3"
"2026","1","14","4","Otra (remisión por competencia)","Demora en el pago de la indemnización o suma asegurada","Seguro de riesgos laborales","SUCRE","SUCRE","1"
"2026","1","22","5","Superintendencia Financiera de Colombia","OTROS","Otros productos de Establecimientos de Crédito y SEDPE","CÓRDOBA","CERETÉ","1"
"2026","1","13","27","Entidad vigilada","Demora en la definición de indemnización","Seguro de hogar","BOGOTÁ, D.C.","BOGOTÁ, D.C.","3"
"2026","1","4","122","Superintendencia Financiera de Colombia","Inconformidades relacionadas con el proceso de cobranza","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","14"
"2026","1","5","12","Otra (remisión por competencia)","Reconocimiento de prestaciones económicas - Inconformidad frente al pago de la prestación económica","Fiducia de administración","ANTIOQUIA","SABANETA","1"
"2026","1","13","24","Superintendencia Financiera de Colombia","Otros motivos","Seguro de responsabilidad civil","SANTANDER","BARRANCABERMEJA","1"
"2026","1","4","124","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CESAR","MANAURE BALCÓN DEL CESAR","1"
"2026","1","1","63","Superintendencia Financiera de Colombia","Transacción no reconocida","Tarjetas de crédito","NARIÑO","PASTO","1"
"2026","1","13","41","Defensor del consumidor financiero","Demora o error en devolución de prima o aporte","Seguro de hogar","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA","1"
"2026","1","5","42","Entidad vigilada","Inconsistencia en el cobro de comisiones - Descuentos injustificados","Fondos de Inversión Colectiva (FIC)","ANTIOQUIA","AMALFI","2"
"2026","1","13","17","Entidad vigilada","Demora en el pago de la indemnización o suma asegurada","Seguro de responsabilidad civil","RISARALDA","PEREIRA","2"
"2026","1","1","13","Superintendencia Financiera de Colombia","INCONFORMIDAD CON LA APLICACIÓN DE TASAS DE INTERÉS O LIQUIDACIÓN","Tarjetas de crédito","SANTANDER","BUCARAMANGA","1"
"2026","1","13","1","Entidad vigilada","Presunta actuación fraudulenta o no ética del personal","Otros productos de seguros","CAUCA","POPAYÁN","2"
"2026","1","4","122","Superintendencia Financiera de Colombia","Fallas en débito automático","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","67","Entidad vigilada","Transacción mal aplicada","Otros productos de Establecimientos de Crédito y SEDPE","NORTE DE SANTANDER","VILLA DEL ROSARIO","1"
"2026","1","14","16","Entidad vigilada","No prestación del servicio","Seguro de vida grupo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","13","27","Entidad vigilada","Demora en atención del siniestro","Seguro de automóviles","SUCRE","SINCELEJO","1"
"2026","1","1","55","Superintendencia Financiera de Colombia","SUPLANTACIÓN O FRAUDE","Cuenta de ahorro","CHOCÓ","ISTMINA","1"
"2026","1","1","60","Superintendencia Financiera de Colombia","No entrega de paz y salvo","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","53","Entidad vigilada","Información o asesoría incompleta y/o errada","Microcrédito","VALLE DEL CAUCA","PALMIRA","1"
"2026","1","14","17","Entidad vigilada","Otros motivos","Otros productos de seguros","BOGOTÁ, D.C.","BOGOTÁ, D.C.","2"
"2026","1","13","1","Entidad vigilada","Presunta actuación fraudulenta o no ética del personal","Otros productos de seguros","NORTE DE SANTANDER","TOLEDO","1"
"2026","1","5","38","Entidad vigilada","Transacción no reconocida","Otros productos de Fiduciarias","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","13","6","Superintendencia Financiera de Colombia","ERROR, FALTA DE CLARIDAD, INCUMPLIMIENTO O CAMBIOS EN LOS TÉRMINOS DEL CONTRATO O PÓLIZA","Seguro de automóviles","META","VILLAVICENCIO","1"
"2026","1","13","27","Entidad vigilada","Inconsistencias en el movimiento y saldo total del producto","Seguro de sustracción","SANTANDER","BARBOSA","1"
"2026","1","13","1","Entidad vigilada","Otros motivos","Otros productos de seguros","CUNDINAMARCA","LA CALERA","1"
"2026","1","5","59","Entidad vigilada","Reporte injustificado a centrales de riesgo","Otros productos de Fiduciarias","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","1","13","Superintendencia Financiera de Colombia","OTROS","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","17"
"2026","1","5","12","Otra (remisión por competencia)","Limitación en la expedición de certificaciones","Cesantías","CAUCA","SANTANDER DE QUILICHAO","1"
"2026","1","1","1","Superintendencia Financiera de Colombia","Demora en la atención o en el servicio requerido","Creditos de consumo","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","13","33","Entidad vigilada","Inconformidad con el servicio prestado por el proveedor","Seguro de hogar","RISARALDA","PEREIRA","1"
"2026","1","13","29","Entidad vigilada","Demora en atención del siniestro","Seguro de automóviles","CÓRDOBA","MONTERÍA","1"
"2026","1","14","29","Defensor del consumidor financiero","Otros motivos","Seguro de riesgos laborales","VALLE DEL CAUCA","ZARZAL","1"
"2026","1","13","9","Superintendencia Financiera de Colombia","Inconformidad con la definición, autorización, dictamen o diagnóstico","Seguro de cumplimiento","RISARALDA","PEREIRA","1"
"2026","1","13","33","Superintendencia Financiera de Colombia","Inconformidad con el servicio prestado por el proveedor","Seguro de automóviles","HUILA","NEIVA","1"
"2026","1","5","38","Entidad vigilada","Demora o no entrega del contrato o de la póliza","Fiducia inmobiliaria","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
"2026","1","13","33","Entidad vigilada","Otros motivos","Seguro de automóviles","VALLE DEL CAUCA","BUENAVENTURA","1"
"2026","1","14","11","Entidad vigilada","Demora en la prestación del servicio","Seguro de salud","BOGOTÁ, D.C.","BOGOTÁ, D.C.","42"
"2026","1","1","39","Entidad vigilada","Revisión y/o liquidación de productos","Tarjetas de crédito","VALLE DEL CAUCA","PALMIRA","5"
"2026","1","1","39","Entidad vigilada","No disponibilidad o fallas de los canales de atención","Otros productos de Establecimientos de Crédito y SEDPE","VALLE DEL CAUCA","BUENAVENTURA","2"
"2026","1","1","39","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Otros productos de Establecimientos de Crédito y SEDPE",,,"3"
"2026","1","1","23","Superintendencia Financiera de Colombia","Revisión y/o liquidación de productos","Creditos de consumo","VALLE DEL CAUCA","LA VICTORIA","1"
"2026","1","1","39","Defensor del consumidor financiero","Reporte injustificado a centrales de riesgo","Otros productos de Establecimientos de Crédito y SEDPE","BOGOTÁ, D.C.","BOGOTÁ, D.C.","71"
"2026","1","1","39","Entidad vigilada","Transacción no reconocida","Cuenta de ahorro","CUNDINAMARCA","FUSAGASUGÁ","21"
"2026","1","22","8","Entidad vigilada","Inconformidades relacionadas con el proceso de cobranza","Créditos de vivienda","ANTIOQUIA","MEDELLÍN","2"
"2026","1","14","11","Entidad vigilada","Inconformidad con la definición, autorización, dictamen o diagnóstico","Seguro de salud","ANTIOQUIA","RIONEGRO","4"
"2026","1","1","63","Defensor del consumidor financiero","Fallas o inoportunidad en el proceso de vinculación","Tarjetas de crédito","BOGOTÁ, D.C.","BOGOTÁ, D.C.","1"
